Conflict,ConflictDescription,ConflictStatus,MediaOutlet,Link,PublicationDate,Headline
"Mar-a-Lago Club","Mar-A-Lago is a resort and golf club located in Palm Beach, Florida. President Trump purchased Mar-a-Lago in 1985, turning it into a private club and golf course, managed by the Trump Organization, ten years later. The resort seems to be President Trump’s choice destination out of all of the properties he owns. In his first year in office, he spent more time there, a total of 52 days, than any other Trump-branded property. It is also a National Historic Landmark.",Active, "New York Times","https://www.nytimes.com/2019/03/18/business/trump-deutsche-bank.html","03/18/2019","A Mar-a-Lago Weekend and an Act of God: Trump’s History With Deutsche Bank"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "NPR","https://www.npr.org/2019/03/15/702352447/committee-probe-of-trump-organization-could-derail-infrastructure-talks","03/15/2019","Committee Probe Of Trump Organization Could Derail Infrastructure Talks"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "Bloomberg","https://www.bloomberg.com/news/articles/2019-03-15/trump-should-pay-5-6-million-penalty-over-charity-n-y-says","03/15/2019","Trump Should Pay $5.6 Million Penalty Over Charity, New York AG Says"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "Bloomberg","https://www.bloomberg.com/news/articles/2019-03-15/trump-should-pay-5-6-million-penalty-over-charity-n-y-says","03/15/2019","Trump Should Pay $5.6 Million Penalty Over Charity, New York AG Says"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "NPR","https://www.npr.org/2019/03/15/702352447/committee-probe-of-trump-organization-could-derail-infrastructure-talks","03/15/2019","Committee Probe Of Trump Organization Could Derail Infrastructure Talks"
"AT&T","",Active, "CNN","https://www.cnn.com/2019/03/07/media/house-democrats-att-time-warner-trump/index.html","03/12/2019","House Democrats want records on Trump's reported involvement in AT&T-Time Warner deal"
"Buffalo Bills","",Active, "Associated Press","https://www.nbcbayarea.com/news/politics/New-York-Attorney-Probing-Trump-Business-Deals-507038091.html","03/12/2019","New York Attorney General Investigates Trump Business Deals"
"Buffalo Bills","",Active, "NBC","https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291","03/12/2019","New York attorney general subpoenas banks about Trump projects"
"CNN","",Active, "CNN","https://www.cnn.com/2019/03/07/media/house-democrats-att-time-warner-trump/index.html","03/12/2019","House Democrats want records on Trump's reported involvement in AT&T-Time Warner deal"
"Deutsche Bank","",Active, "Associated Press","https://www.nbcbayarea.com/news/politics/New-York-Attorney-Probing-Trump-Business-Deals-507038091.html","03/12/2019","New York Attorney General Investigates Trump Business Deals"
"Deutsche Bank","",Active, "Associated Press","https://www.nbcbayarea.com/news/politics/New-York-Attorney-Probing-Trump-Business-Deals-507038091.html","03/12/2019","New York Attorney General Investigates Trump Business Deals"
"Deutsche Bank","",Active, "NBC","https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291","03/12/2019","New York attorney general subpoenas banks about Trump projects"
"Deutsche Bank","",Active, "NBC","https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291","03/12/2019","New York attorney general subpoenas banks about Trump projects"
"Gary Cohn","",Active, "CNN","https://www.cnn.com/2019/03/07/media/house-democrats-att-time-warner-trump/index.html","03/12/2019","House Democrats want records on Trump's reported involvement in AT&T-Time Warner deal"
"Investors Savings Bank","",Active, "Associated Press","https://www.nbcbayarea.com/news/politics/New-York-Attorney-Probing-Trump-Business-Deals-507038091.html","03/12/2019","New York Attorney General Investigates Trump Business Deals"
"Investors Savings Bank","",Active, "Associated Press","https://www.nbcbayarea.com/news/politics/New-York-Attorney-Probing-Trump-Business-Deals-507038091.html","03/12/2019","New York Attorney General Investigates Trump Business Deals"
"Investors Savings Bank","",Active, "NBC","https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291","03/12/2019","New York attorney general subpoenas banks about Trump projects"
"Investors Savings Bank","",Active, "NBC","https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291","03/12/2019","New York attorney general subpoenas banks about Trump projects"
"Michael Cohen","",Active, "NBC","https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291","03/12/2019","New York attorney general subpoenas banks about Trump projects"
"T-Mobile","",Active, "CNN","https://www.cnn.com/2019/03/12/politics/t-mobile-ceo-democrats/index.html","03/12/2019","Democrats grill T-Mobile CEO for Trump hotel stays"
"Trump Chicago","",Active, "NBC","https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291","03/12/2019","New York attorney general subpoenas banks about Trump projects"
"Trump Chicago","",Active, "NBC","https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291","03/12/2019","New York attorney general subpoenas banks about Trump projects"
"Trump National Doral","",Active, "NBC","https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291","03/12/2019","New York attorney general subpoenas banks about Trump projects"
"Trump Park Avenue","",Active, "NBC","https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291","03/12/2019","New York attorney general subpoenas banks about Trump projects"
"Trump Park Avenue","",Active, "NBC","https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291","03/12/2019","New York attorney general subpoenas banks about Trump projects"
"U.S Department of Justice","As head of the executive branch, President Trump oversees the Justice Department and the United States' relations with the rest of the world. Through his businesses he still has a lengthy series of financial relationships with private institutions and countries with business before the United States.",Active, "CNN","https://www.cnn.com/2019/03/07/media/house-democrats-att-time-warner-trump/index.html","03/12/2019","House Democrats want records on Trump's reported involvement in AT&T-Time Warner deal"
"Old Post Office Hotel","Prior to Donald Trump's official bid for the White House, the Trump Organization secured a 60-year lease with the U.S. government to renovate a historic post office in Washington, D.C., into a luxury, mixed-use development. The arrangement presents ongoing concerns now that Donald Trump is the U.S. government's chief executive. His position as both landlord and tenant opens opportunities for self-dealing that could prioritize his business interests over government efficiency. Additionally, foreign dignitaries and business representatives may book hotel stays and events as a means of currying favor with the president. A contractual clause designed to avoid such conflicts of interest prevents any elected official from sharing or benefiting from the lease. Because Trump did not divest of his business interest upon taking office, he may be violating the contract. However, his interests as either landlord and tenant would not be served by terminating the lease.",Active, "CNN","https://www.cnn.com/2019/03/12/politics/t-mobile-ceo-democrats/index.html","03/12/2019","Democrats grill T-Mobile CEO for Trump hotel stays"
